,type,year,party,vague_score,decade,subj_score,emot_score
1039,PMQs,1993-06-24,CON,0.17481691641547611,1990,0.10078140618670578,0.16655351064839324
1040,PMQs,1993-06-29,CON,0.17432199690233807,1990,0.10056735558802402,0.16958488722748755
1041,PMQs,1993-07-01,CON,0.17429434873008937,1990,0.10111655494746309,0.16694071276571
1042,PMQs,1993-07-13,CON,0.17516821223728374,1990,0.09047915470539408,0.1637734489827495
1043,PMQs,1993-07-15,CON,0.17431973234431114,1990,0.09919331823213856,0.16843468762893563
1044,PMQs,1993-07-20,CON,0.1747957778982471,1990,0.0918862042901799,0.16444321211299526
1045,PMQs,1993-07-22,CON,0.17580994912635411,1990,0.09862089624124501,0.16353408177498133
1046,PMQs,1993-10-19,CON,0.17523649391890556,1990,0.10228702604220456,0.16328979557241735
1047,PMQs,1993-10-26,CON,0.17616888910380563,1990,0.09772900411025136,0.16307615384432303
1048,PMQs,1993-10-28,CON,0.17550834987688757,1990,0.0881656281835604,0.16958839402851464
1049,PMQs,1993-11-02,CON,0.1752101283078069,1990,0.09570731753720554,0.16588898472536057
1050,PMQs,1993-11-04,CON,0.17665888429488108,1990,0.08997730434110082,0.17092166089944003
1051,PMQs,1993-11-23,CON,0.17614407746464422,1990,0.09328472521012869,0.16448399171393446
1052,PMQs,1993-11-30,CON,0.17547727100404767,1990,0.09748876733959838,0.1664956587154968
1053,PMQs,1993-12-02,CON,0.17468914743490324,1990,0.09949675932765364,0.16414796973148307
1054,PMQs,1993-12-07,CON,0.17557329028172242,1990,0.08869623058297829,0.16461383531179657
1055,PMQs,1993-12-14,CON,0.1751381244466764,1990,0.09356165004724742,0.1623202685094128
1056,PMQs,1993-12-16,CON,0.17461093755794888,1990,0.10032828593973837,0.16342011562425549
1057,PMQs,1994-01-13,CON,0.17540674841596532,1990,0.10563048390120677,0.16759165636277013
1058,PMQs,1994-01-18,CON,0.17614463130325284,1990,0.09587575433232295,0.16377283123757375
1059,PMQs,1994-01-20,CON,0.17595777243112568,1990,0.10061341020430889,0.16238670224546853
1060,PMQs,1994-02-08,CON,0.17465427022616806,1990,0.09558848915421657,0.16600910727299273
1061,PMQs,1994-02-10,CON,0.175481069142041,1990,0.10103843273985755,0.1627240321316299
1062,PMQs,1994-02-17,CON,0.17503862458566177,1990,0.09437541550777787,0.1650788504223625
1063,PMQs,1994-02-22,CON,0.17611859675514935,1990,0.10083138538483379,0.16597170274664547
1064,PMQs,1994-02-24,CON,0.1752874963443418,1990,0.10061423819343285,0.16156222778927706
1065,PMQs,1994-03-03,CON,0.17597193087194726,1990,0.09617450106070197,0.16399284648895393
1066,PMQs,1994-03-08,CON,0.17688811448175493,1990,0.08388117049086403,0.16799392566350752
1067,PMQs,1994-03-15,CON,0.1757158210003463,1990,0.10015411009900026,0.1661358131778273
1068,PMQs,1994-03-17,CON,0.17582070852017578,1990,0.09609662571081021,0.16467727291596496
1069,PMQs,1994-04-12,CON,0.17624777794041643,1990,0.1099508088962693,0.16685410139648854
1070,PMQs,1994-04-14,CON,0.17311489824393636,1990,0.10173803614609223,0.16583176563950422
1071,PMQs,1994-04-19,CON,0.17607070787001694,1990,0.09613370733870037,0.16352543492314559
1072,PMQs,1994-04-21,CON,0.17515566657837223,1990,0.10155365984861714,0.16625199143092761
1073,PMQs,1994-04-26,CON,0.17592472957112665,1990,0.10300446165058516,0.16950275155804792
1074,PMQs,1994-04-28,CON,0.17598255786820882,1990,0.11164647872687755,0.1687984685274308
1075,PMQs,1994-05-03,CON,0.17551620611404592,1990,0.09277556805798184,0.16383643671801487
1076,PMQs,1994-05-05,CON,0.17591603769582895,1990,0.10045408518703433,0.16333958530820664
1077,PMQs,1994-05-10,CON,0.17615460944628097,1990,0.1028196516003128,0.1649779449504647
1078,PMQs,1994-05-17,CON,0.17577071792785912,1990,0.08752450716283888,0.16511288196144452
1079,PMQs,1994-05-19,CON,0.1743298857813062,1990,0.09473372091250212,0.16629713294151932
1080,PMQs,1994-05-24,CON,0.17489903021158554,1990,0.10622360334729916,0.16983292476227208
1081,PMQs,1994-06-14,CON,0.17362603767564447,1990,0.1102581543337039,0.1682720997026183
1082,PMQs,1994-06-16,CON,0.17527725650666348,1990,0.10745656669355552,0.1659598248275294
1083,PMQs,1994-06-28,CON,0.1757217673258434,1990,0.09291404514983315,0.16791949106984388
1084,PMQs,1994-06-30,CON,0.174990466699995,1990,0.10104294314201526,0.1646276572327794
1085,PMQs,1994-07-07,CON,0.17499938976048274,1990,0.08594983293798923,0.16695979049289295
1086,PMQs,1994-07-12,CON,0.17447786936938667,1990,0.10176094377075252,0.16614673419116197
1087,PMQs,1994-07-14,CON,0.17424762609219796,1990,0.11412954889685238,0.16807806289846797
1088,PMQs,1994-10-18,CON,0.17523338138460035,1990,0.10132980631528446,0.16787578725287575
1089,PMQs,1994-10-20,CON,0.17527275642179796,1990,0.10938912286306833,0.1672027695491172
1090,PMQs,1994-10-25,CON,0.17694841037186865,1990,0.09431156230093996,0.16257254326595086
1091,PMQs,1994-10-27,CON,0.17431281002467763,1990,0.09752338558885275,0.1690533643657759
1092,PMQs,1994-11-01,CON,0.17477132259903594,1990,0.09842980021644944,0.1648230947842981
1093,PMQs,1994-11-22,CON,0.1739969112333606,1990,0.08900533301812759,0.1641006763350828
1094,PMQs,1994-11-24,CON,0.17524523084436958,1990,0.09803109632285793,0.16580244877700864
1095,PMQs,1994-11-29,CON,0.17378730247265212,1990,0.09935475917310486,0.16814136214203287
1096,PMQs,1994-12-01,CON,0.17429576671304645,1990,0.09606236440679249,0.16363565654318468
1097,PMQs,1994-12-08,CON,0.175942614102291,1990,0.09866722026519353,0.1658217732102861
1098,PMQs,1994-12-13,CON,0.17495638334511765,1990,0.08779171864654367,0.1663565996483268
1099,PMQs,1994-12-15,CON,0.17274514559066098,1990,0.10855941556496733,0.1639945509105306
1100,PMQs,1995-01-24,CON,0.17480761914462864,1990,0.10019829424434698,0.1631685430267847
1101,PMQs,1995-01-26,CON,0.17511580913525396,1990,0.09529529797486373,0.16279974304277167
1102,PMQs,1995-01-31,CON,0.17400220946488676,1990,0.10027444045913371,0.16587961940933713
1103,PMQs,1995-02-02,CON,0.17371471482727882,1990,0.1052459021566909,0.16445600342631594
1104,PMQs,1995-02-07,CON,0.17562127369716388,1990,0.10985712794697237,0.16551776465118426
1105,PMQs,1995-02-09,CON,0.17374513581365675,1990,0.10467970535306037,0.16914781947756763
1106,PMQs,1995-02-14,CON,0.1763311538163111,1990,0.09617369435914046,0.16609051035435868
1107,PMQs,1995-02-16,CON,0.17421548628496053,1990,0.11168083552010769,0.16388513179339306
1108,PMQs,1995-02-23,CON,0.1747936136326592,1990,0.09572414091452904,0.16055509715844715
1109,PMQs,1995-02-28,CON,0.17463730750930762,1990,0.09604213812082474,0.16394018507088104
1110,PMQs,1995-03-02,CON,0.17479289678885185,1990,0.0972273288356467,0.1664648274021185
1111,PMQs,1995-03-07,CON,0.17303458548938103,1990,0.10501642658516581,0.16699259163951574
1112,PMQs,1995-03-09,CON,0.1736789887664766,1990,0.09722869600223545,0.16278420722711157
1113,PMQs,1995-03-16,CON,0.17559650876335126,1990,0.10653251653987639,0.16602565320054724
1114,PMQs,1995-03-21,CON,0.17560036698279685,1990,0.10173976992117206,0.16447827135660287
1115,PMQs,1995-03-23,CON,0.17486596818102043,1990,0.09822638996979943,0.16560733710661174
1116,PMQs,1995-03-28,CON,0.17429035316283686,1990,0.09419610955633474,0.16590340940353132
1117,PMQs,1995-03-30,CON,0.17545852668706735,1990,0.09453083933062784,0.16611367282096487
1118,PMQs,1995-04-18,CON,0.17673275951546433,1990,0.09469207822200823,0.16520992311061702
1119,PMQs,1995-04-20,CON,0.17587404761910927,1990,0.08972305240704832,0.16823289838101801
1120,PMQs,1995-04-25,CON,0.17566299381245246,1990,0.10298805497430018,0.16234213229638708
1121,PMQs,1995-04-27,CON,0.17588398772857958,1990,0.10109901031544712,0.16201683129259065
1122,PMQs,1995-05-02,CON,0.1752859082364651,1990,0.09824400899552532,0.16365413894190006
1123,PMQs,1995-05-04,CON,0.17497182141716383,1990,0.10662563062998273,0.16692028209329787
1124,PMQs,1995-05-11,CON,0.17457744176430104,1990,0.09687395403858538,0.16841874648029628
1125,PMQs,1995-05-16,CON,0.1758055355968422,1990,0.10207542776488435,0.1653714455183185
1126,PMQs,1995-05-18,CON,0.17335475714925458,1990,0.09911994050085687,0.1645067095562114
1127,PMQs,1995-05-23,CON,0.17487524376000266,1990,0.094270547160682,0.16465818963226395
1128,PMQs,1995-05-25,CON,0.1736582112937192,1990,0.09774890341727858,0.16612944841891905
1129,PMQs,1995-06-06,CON,0.17448281600263021,1990,0.09464311515471041,0.1656006589923846
1130,PMQs,1995-06-08,CON,0.17643219025725906,1990,0.10376399701942705,0.16515576297064222
1131,PMQs,1995-06-13,CON,0.17497224867426606,1990,0.10645192888847946,0.16683435269915362
1132,PMQs,1995-06-20,CON,0.1751430022464617,1990,0.09424916154313917,0.16494891437908243
1133,PMQs,1995-06-22,CON,0.17637379784000742,1990,0.10138774093234372,0.1659534357230447
1134,PMQs,1995-06-29,CON,0.174567055940418,1990,0.09966565851893171,0.1644158902688934
1135,PMQs,1995-07-04,CON,0.17613469752331593,1990,0.08895894490321844,0.16716188918638408
1136,PMQs,1995-07-06,CON,0.175027538842596,1990,0.10003668905753815,0.16666786694391922
1137,PMQs,1995-07-18,CON,0.17386931315281964,1990,0.09873535748307836,0.17039097576819268
1138,PMQs,1995-10-17,CON,0.17362355288351275,1990,0.09087242169818818,0.16906705710388836
1139,PMQs,1995-10-19,CON,0.17453765757587636,1990,0.09183618586832637,0.16749980166164694
1140,PMQs,1995-10-24,NAN,0.1748133636949952,1990,0.08830479462303933,0.16781092187855642
1141,PMQs,1995-10-26,CON,0.17585104652622446,1990,0.09209242156338884,0.16671957021111242
1142,PMQs,1995-12-05,CON,0.17560860639168727,1990,0.09896369566148525,0.16620380713861685
1143,PMQs,1995-12-07,CON,0.17528796362350396,1990,0.09218801476996123,0.1662138407793661
1144,PMQs,1995-12-12,CON,0.17540508786061174,1990,0.09707621441105471,0.16383064066807335
1145,PMQs,1995-12-14,NAN,0.1742967582057467,1990,0.09240775519083827,0.16626269719428494
1146,PMQs,1995-12-19,CON,0.1767202302132454,1990,0.1048344640652528,0.16377519451662473
1147,PMQs,1996-01-09,CON,0.17362561902311216,1990,0.10488409153387102,0.16858446216970377
1148,PMQs,1996-01-11,NAN,0.1757366318502907,1990,0.09491846602774928,0.16715616089051305
1149,PMQs,1996-01-16,CON,0.17596980718573227,1990,0.1017678399703306,0.16765108436776124
1150,PMQs,1996-01-18,CON,0.17579758690413463,1990,0.09288097047925004,0.1660745464637999
1151,PMQs,1996-01-23,CON,0.17443338904611144,1990,0.09953438782603863,0.1651210953118921
1152,PMQs,1996-01-25,CON,0.17341347306819518,1990,0.10138038004593525,0.16414256050433806
1153,PMQs,1996-01-30,CON,0.17587969144908508,1990,0.09277226030641349,0.16044189256734417
1154,PMQs,1996-02-01,CON,0.17545904989704755,1990,0.09424078781022453,0.1623008720541924
1155,PMQs,1996-02-06,CON,0.1736272749477301,1990,0.10029460152403467,0.16232779737063857
1156,PMQs,1996-02-08,CON,0.17453514339528345,1990,0.10055581933468824,0.16632848167494177
1157,PMQs,1996-02-13,CON,0.17526223418454082,1990,0.09520203214939267,0.1633494983371943
1158,PMQs,1996-02-15,CON,0.17325756268785492,1990,0.08776420999264095,0.16040755701205803
1159,PMQs,1996-02-20,CON,0.17474839446759383,1990,0.10431911998807296,0.16193980400825136
1160,PMQs,1996-02-22,CON,0.1754720317986626,1990,0.10417764032377526,0.16332734257006026
1161,PMQs,1996-02-27,CON,0.17479747970068837,1990,0.09597497631437202,0.16923402277091004
1162,PMQs,1996-02-29,NAN,0.17453055396811168,1990,0.09556162581399463,0.16460244107489735
1163,PMQs,1996-03-05,NAN,0.17576321979803697,1990,0.08411144173456729,0.16217938631858583
1164,PMQs,1996-03-07,CON,0.1732659647838191,1990,0.11319417202121478,0.16751807217308984
1165,PMQs,1996-03-14,CON,0.1754106530590699,1990,0.09683095573799437,0.17132138440323674
1166,PMQs,1996-03-19,CON,0.17486472608530795,1990,0.09732611238704487,0.1657600492629566
1167,PMQs,1996-03-21,CON,0.17431770622099987,1990,0.09841760401408621,0.1639652270120696
1168,PMQs,1996-03-28,CON,0.17415739157507998,1990,0.09461734851183778,0.1685285385422747
1169,PMQs,1996-04-02,CON,0.17678297255799524,1990,0.09536266358639356,0.16569835915656617
1170,PMQs,1996-04-16,CON,0.17379344037840652,1990,0.09939403278272724,0.16190295322454631
1171,PMQs,1996-04-18,NAN,0.1759829375595338,1990,0.09501386836820688,0.16570726508734512
1172,PMQs,1996-04-23,CON,0.17549010693083247,1990,0.0964181461348942,0.16653092529982597
1173,PMQs,1996-04-25,CON,0.17536926542475395,1990,0.10617799733268461,0.1705969123740332
1174,PMQs,1996-04-30,CON,0.174449056630284,1990,0.09682954685629575,0.16553037474278637
1175,PMQs,1996-05-02,CON,0.17509880378749884,1990,0.10161459679176127,0.1640329592684505
1176,PMQs,1996-05-21,CON,0.17566154633195685,1990,0.09558901057544801,0.16613699324632683
1177,PMQs,1996-06-04,CON,0.17444881158903294,1990,0.09567616812761802,0.17038615156428408
1178,PMQs,1996-06-06,CON,0.175026307811291,1990,0.09207411885436635,0.16593848317561166
1179,PMQs,1996-06-11,CON,0.17421121400576997,1990,0.09829404939645794,0.1674193361417918
1180,PMQs,1996-06-13,CON,0.17673455735651192,1990,0.0925510061016281,0.1662887152161292
1181,PMQs,1996-06-18,CON,0.17682871034499578,1990,0.09205113604767305,0.16826321781869963
1182,PMQs,1996-06-20,CON,0.1739993042532835,1990,0.10573256946207976,0.1680121840714938
1183,PMQs,1996-06-25,CON,0.17433983564169017,1990,0.09527735952380359,0.16771627165826247
1184,PMQs,1996-07-02,CON,0.17517957412127605,1990,0.10195877332947183,0.17072055153761442
1185,PMQs,1996-07-04,CON,0.17431376500349144,1990,0.10257377515850831,0.1651434867791147
1186,PMQs,1996-07-09,CON,0.17613481610864118,1990,0.10104328734215694,0.1647210771053906
1187,PMQs,1996-07-11,NAN,0.1750171160992965,1990,0.09650450979644526,0.16783685387390948
1188,PMQs,1996-07-16,CON,0.17526566584320952,1990,0.09505489413718277,0.16634480965344411
1189,PMQs,1996-07-18,CON,0.17464009727845706,1990,0.09628921030352927,0.1674595546601462
1190,PMQs,1996-07-23,CON,0.1741790330090281,1990,0.10226825873480329,0.16690367453850588
1191,PMQs,1996-10-15,CON,0.17501368430141193,1990,0.10430010327304995,0.16770503763331118
1192,PMQs,1996-10-29,CON,0.17354539899824267,1990,0.10180310769646211,0.16514898751918686
1193,PMQs,1996-10-31,CON,0.17374465673579484,1990,0.09334561863703748,0.164243976823835
1194,PMQs,1996-11-05,CON,0.17517260976129026,1990,0.09812041007740549,0.16422907701474748
1195,PMQs,1996-11-07,NAN,0.17766552945846506,1990,0.09241543193718713,0.16488821341803725
1196,PMQs,1996-11-12,CON,0.17556607529295112,1990,0.10022153600780834,0.1630976644883179
1197,PMQs,1996-11-14,CON,0.17508218829386007,1990,0.10672187276592997,0.16927394531103376
1198,PMQs,1996-11-19,CON,0.1733556249757502,1990,0.10679385664541119,0.16806989576745046
1199,PMQs,1996-11-21,CON,0.17458168409339228,1990,0.09938424707713657,0.16621878434311912
1200,PMQs,1996-11-26,CON,0.174900917361301,1990,0.10168818327610585,0.16669045114476466
1201,PMQs,1996-11-28,CON,0.1746617152774606,1990,0.10533107696155845,0.16351920915645649
1202,PMQs,1996-12-03,CON,0.17458150107558199,1990,0.09862727988490189,0.16714386122210942
1203,PMQs,1996-12-05,CON,0.17644479663531223,1990,0.0982458042601739,0.1631768201890503
1204,PMQs,1996-12-10,CON,0.1739542619919082,1990,0.09018745616123497,0.162586773385405
1205,PMQs,1996-12-12,CON,0.17494267895201823,1990,0.09119679633734402,0.1667109559225691
1206,PMQs,1996-12-17,CON,0.175919272648525,1990,0.09276484241202433,0.16383612553718285
1207,PMQs,1997-01-14,NAN,0.17538075998464284,1990,0.10424488698056932,0.17169944813597565
1208,PMQs,1997-01-16,CON,0.17399967313900697,1990,0.1070601979470281,0.16183916020908096
1209,PMQs,1997-01-21,CON,0.17480262583232373,1990,0.1091751840342605,0.17191018296330862
1210,PMQs,1997-01-23,CON,0.17349641086589723,1990,0.11651355165218456,0.16472650454344667
1211,PMQs,1997-01-28,CON,0.1738781483397874,1990,0.11619202086117063,0.168043535445848
1212,PMQs,1997-01-30,CON,0.17543971035795136,1990,0.10378413680612228,0.16221878961989553
1213,PMQs,1997-02-06,CON,0.17482067325604755,1990,0.100656209036954,0.16404457683235
1214,PMQs,1997-02-11,CON,0.17561260764329864,1990,0.1016234990247701,0.16484282654807986
1215,PMQs,1997-02-13,CON,0.17437899462036568,1990,0.10049500994628842,0.16370211506826837
1216,PMQs,1997-02-18,CON,0.17581161393623237,1990,0.10462312397618026,0.16638884200299325
1217,PMQs,1997-02-20,CON,0.17499369396699754,1990,0.10649238156341348,0.16554907036663452
1218,PMQs,1997-02-25,CON,0.1759721135515392,1990,0.0887511279531711,0.16112667150373236
1219,PMQs,1997-02-27,CON,0.173996862251407,1990,0.11081441512253991,0.1640783155695093
1220,PMQs,1997-03-04,CON,0.1736396194316475,1990,0.09893417393095302,0.169416588164955
1221,PMQs,1997-03-06,CON,0.17387660901070448,1990,0.09325170913443015,0.16335916794599525
1222,PMQs,1997-03-11,CON,0.17502662406344785,1990,0.0926647425515557,0.16527446755396447
1223,PMQs,1997-03-13,CON,0.17383820333000075,1990,0.097721722451446,0.16570523259978182
1224,PMQs,1997-03-18,CON,0.1747232842075739,1990,0.11197724232988943,0.16498211607495072
1225,PMQs,1997-03-20,CON,0.17590739640474312,1990,0.1035965450003552,0.16412395178842729
1226,PMQs,1997-06-04,LAB,0.17559153983368556,1990,0.10135097285030474,0.16860679230316333
1227,PMQs,1997-06-11,LAB,0.17507341848933303,1990,0.10513254357602103,0.16848039546806556
1228,PMQs,1997-06-18,LAB,0.17421467077314579,1990,0.11002417557724424,0.1672128161711243
1229,PMQs,1997-06-25,LAB,0.1740054748918481,1990,0.10691473581841981,0.1701521499050114
1230,PMQs,1997-07-02,LAB,0.17533035149076176,1990,0.11581480354335752,0.16906728369654866
1231,PMQs,1997-07-09,LAB,0.17574052803810838,1990,0.09955409530590079,0.16804699545112617
1232,PMQs,1997-07-16,LAB,0.1743060725811182,1990,0.10220413602064259,0.16600236002358618
1233,PMQs,1997-07-23,LAB,0.17536789520864135,1990,0.09421938304238195,0.16601724772793727
1234,PMQs,1997-07-30,LAB,0.17534898662173962,1990,0.10215931881641649,0.16720517831328385
1235,PMQs,1997-10-29,LAB,0.1745942101475141,1990,0.10432282997326743,0.16614329687472193
1236,PMQs,1997-11-05,LAB,0.17547353725142134,1990,0.1030693866998351,0.1694921119723681
1237,PMQs,1997-11-12,LAB,0.17687433183834103,1990,0.10297143947313638,0.16356498555276508
1238,PMQs,1997-11-19,LAB,0.17502079758984315,1990,0.10498017537447289,0.16578130615481768
1239,PMQs,1997-11-26,LAB,0.1755313353356333,1990,0.09982547149712842,0.16975911749917227
1240,PMQs,1997-12-03,LAB,0.1747833457624686,1990,0.11031290595312122,0.17005281030653055
1241,PMQs,1997-12-10,LAB,0.1764640828988059,1990,0.09842820304855464,0.16742430688111573
1242,PMQs,1998-01-14,LAB,0.17480077986074224,1990,0.10314232333178168,0.17205794144757416
1243,PMQs,1998-01-21,LAB,0.17527270525433536,1990,0.1035284763633052,0.1686702597377385
1244,PMQs,1998-01-28,LAB,0.1754314150376535,1990,0.09181595112432332,0.16463101798083474
1245,PMQs,1998-02-11,LAB,0.17558128336770026,1990,0.10177319423861125,0.16965284304903855
1246,PMQs,1998-02-25,LAB,0.17498676865291687,1990,0.10475962091382814,0.17130513646463366
1247,PMQs,1998-03-04,LAB,0.17491231315869898,1990,0.10143197748524437,0.16792550790942998
1248,PMQs,1998-03-11,LAB,0.17533213995690258,1990,0.10048700607915956,0.16663919460913007
1249,PMQs,1998-03-18,LAB,0.1760320529883592,1990,0.099138078015122,0.16795496316855904
1250,PMQs,1998-04-01,LAB,0.17487816914735224,1990,0.1026595932285779,0.16591533822373386
1251,PMQs,1998-04-08,LAB,0.17585727659636785,1990,0.09906719474632295,0.16576196824060613
1252,PMQs,1998-04-22,LAB,0.17494864250046224,1990,0.11570306184411619,0.16983117638587608
1253,PMQs,1998-04-29,LAB,0.17497042518764558,1990,0.1059933400132134,0.1685188042590538
1254,PMQs,1998-05-06,LAB,0.17613154853376836,1990,0.09662553536105599,0.16666167665208073
1255,PMQs,1998-05-13,LAB,0.1752864506661103,1990,0.10035397868474638,0.1693864182315236
1256,PMQs,1998-05-20,LAB,0.1754719144686688,1990,0.09690577060480014,0.165089333251101
1257,PMQs,1998-06-03,LAB,0.17604494461324724,1990,0.09490263579846692,0.17005218631109162
1258,PMQs,1998-06-10,LAB,0.17459352985261542,1990,0.10930796333386186,0.1679290152790843
1259,PMQs,1998-06-17,LAB,0.17591739982113258,1990,0.10334348200617438,0.1662557753022779
1260,PMQs,1998-07-01,LAB,0.17565986276492704,1990,0.10305617873879068,0.16768944646661302
1261,PMQs,1998-07-08,LAB,0.17467242986544532,1990,0.11125882012469394,0.1644500149066037
1262,PMQs,1998-07-15,LAB,0.17528532473400615,1990,0.09361052065159438,0.16880480305039333
1263,PMQs,1998-07-22,LAB,0.1743680376741742,1990,0.10489726425328988,0.16731147258197657
1264,PMQs,1998-07-29,LAB,0.17496452237825671,1990,0.10081084065768216,0.16634852810118034
1265,PMQs,1998-10-21,LAB,0.17577736169542318,1990,0.10266791542496247,0.1664564914341395
1266,PMQs,1998-10-28,LAB,0.17532155450957057,1990,0.10851409630766351,0.16547032467195572
1267,PMQs,1998-11-04,LAB,0.17469921304637198,1990,0.09834971147612377,0.16567493389184385
1268,PMQs,1998-11-11,LAB,0.17496328339725778,1990,0.09984927553857273,0.16662539878218816
1269,PMQs,1998-11-18,LAB,0.17429558903298029,1990,0.10617680187292844,0.16412735156048325
1270,PMQs,1998-12-02,LAB,0.17433045284068024,1990,0.0952984329387703,0.1693109520142949
1271,PMQs,1998-12-09,LAB,0.17601189944548776,1990,0.10505967827327742,0.16762996761311696
1272,PMQs,1998-12-16,LAB,0.1754748284723407,1990,0.1000356861691243,0.16645706799427698
1273,PMQs,1999-01-13,LAB,0.17612017227248256,1990,0.09750710465159446,0.16867451939393036
1274,PMQs,1999-01-20,LAB,0.1752133884265947,1990,0.10158167925340765,0.16536198905295516
1275,PMQs,1999-01-27,LAB,0.17459492073330293,1990,0.10756117245164895,0.16991869254930514
1276,PMQs,1999-02-03,LAB,0.17545914907636936,1990,0.10717787185383952,0.16608654496808142
1277,PMQs,1999-02-10,LAB,0.17530809147193202,1990,0.10197487876652878,0.1671779132047405
1278,PMQs,1999-02-24,LAB,0.17549166843810354,1990,0.09849856997068845,0.1676309763178448
1279,PMQs,1999-03-03,LAB,0.17605531964263052,1990,0.09601677138866382,0.16608002807165306
1280,PMQs,1999-03-10,LAB,0.17526491444289666,1990,0.09210577960396947,0.16618822335181285
1281,PMQs,1999-03-17,LAB,0.17470882313984074,1990,0.10118633941885283,0.16392121041498875
1282,PMQs,1999-03-24,LAB,0.17512151169781479,1990,0.0985676812029761,0.16414027790535093
1283,PMQs,1999-04-21,LAB,0.176051981224153,1990,0.10136946326238569,0.1702255288059457
1284,PMQs,1999-04-28,LAB,0.17511013712498416,1990,0.10244484133467907,0.16884467333269765
1285,PMQs,1999-05-05,LAB,0.17619722104840874,1990,0.0973604093369399,0.16786317711763404
1286,PMQs,1999-05-12,LAB,0.17593905523994277,1990,0.09981307136501823,0.1726943129026632
1287,PMQs,1999-05-19,LAB,0.17502124312626813,1990,0.0900900976715374,0.16937166968294906
1288,PMQs,1999-05-26,LAB,0.17591756488641713,1990,0.09633948623735537,0.1698904907654717
1289,PMQs,1999-06-09,LAB,0.17465252803098824,1990,0.10407190574285556,0.16528947840457028
1290,PMQs,1999-06-16,LAB,0.1761055897634733,1990,0.09241490092454092,0.16865273971559508
1291,PMQs,1999-06-23,LAB,0.17518380778007936,1990,0.10154872693078168,0.165031270221789
1292,PMQs,1999-06-30,LAB,0.17543775360461694,1990,0.09951917403773668,0.16633145663056464
1293,PMQs,1999-07-07,LAB,0.1759718205917175,1990,0.09615291676717398,0.1633220318255102
1294,PMQs,1999-07-14,LAB,0.1745804867143329,1990,0.10796450162300421,0.16360343863620508
1295,PMQs,1999-07-21,LAB,0.17585310432637513,1990,0.0943922209266678,0.16619101089069385
1296,PMQs,1999-10-20,LAB,0.17483462716624176,1990,0.0951843338620611,0.16458206662774244
1297,PMQs,1999-10-27,LAB,0.1765164652908886,1990,0.09977943471895076,0.16813667576287297
1298,PMQs,1999-11-03,LAB,0.17537209893281155,1990,0.10653220608859366,0.16614432030657417
1299,PMQs,1999-11-10,LAB,0.1746108290511609,1990,0.10793343717566013,0.16515194755281457
1300,PMQs,1999-11-24,LAB,0.1752184707264401,1990,0.10379209667595747,0.1667389508032883
1301,PMQs,1999-12-01,LAB,0.17513541026084437,1990,0.10311990366768724,0.16501801044732853
1302,PMQs,1999-12-08,LAB,0.17533396766505605,1990,0.09859525365151185,0.16455258123878289
1303,PMQs,1999-12-15,LAB,0.17477672003491318,1990,0.10044587095866628,0.1646428200699714
1304,PMQs,2000-01-12,LAB,0.17516127815066254,2000,0.0950822425835668,0.16713786602525907
1305,PMQs,2000-01-19,LAB,0.1754877620743923,2000,0.10001955878181044,0.1627383260510296
1306,PMQs,2000-02-02,LAB,0.1751703055423374,2000,0.09894159961860564,0.16798420426436655
1307,PMQs,2000-02-09,LAB,0.1742114476700027,2000,0.11063522888446116,0.16703872058869051
1308,PMQs,2000-02-16,LAB,0.17523685452564775,2000,0.10132794237066621,0.1664563495574421
1309,PMQs,2000-03-01,LAB,0.17581107315762753,2000,0.09542962690162288,0.16910030532763454
1310,PMQs,2000-03-08,LAB,0.17594906324364076,2000,0.1006175613183674,0.16675454119514133
1311,PMQs,2000-03-15,LAB,0.17573949087991148,2000,0.09528526569550984,0.16224737231633823
1312,PMQs,2000-03-22,LAB,0.1756294688172068,2000,0.09580054134927042,0.1677810337256795
1313,PMQs,2000-03-29,LAB,0.1744747483179421,2000,0.1030801214417362,0.16565179735670743
1314,PMQs,2000-04-05,LAB,0.17512000765054495,2000,0.10287799225445401,0.1667973838277915
1315,PMQs,2000-04-12,LAB,0.17567442139017733,2000,0.10525445406513707,0.16601675308013827
1316,PMQs,2000-04-19,LAB,0.17574238197439884,2000,0.10285310085024608,0.170492945533189
1317,PMQs,2000-05-03,LAB,0.17470446308997017,2000,0.1043471438542348,0.16879636128811668
1318,PMQs,2000-05-10,LAB,0.17674125602811383,2000,0.09685664726418627,0.16838593134324792
1319,PMQs,2000-05-17,LAB,0.17496725786319856,2000,0.10497785273895181,0.1653687986261499
1320,PMQs,2000-05-24,LAB,0.17513994297050198,2000,0.09804550797778275,0.16603475433466558
1321,PMQs,2000-06-07,LAB,0.17663700533686516,2000,0.103950251515677,0.1663827486053345
1322,PMQs,2000-06-14,LAB,0.1751117424330672,2000,0.09800233479215195,0.16884317096252233
1323,PMQs,2000-06-28,LAB,0.17472372711381434,2000,0.10625193245280067,0.16691448615579263
1324,PMQs,2000-07-05,LAB,0.17506416522548984,2000,0.10369918247676788,0.16526920450922503
1325,PMQs,2000-07-12,LAB,0.17598340076365718,2000,0.09825030184754821,0.16716761203733915
1326,PMQs,2000-07-19,LAB,0.17550808795632838,2000,0.09397468947499517,0.16536478837000582
1327,PMQs,2000-07-26,LAB,0.175561561956891,2000,0.1022847499859579,0.1686641885870064
